Indicator;Country;2000_value;2000_notes;2000_source;2001_value;2001_notes;2001_source;2002_value;2002_notes;2002_source;2003_value;2003_notes;2003_source;2004_value;2004_notes;2004_source;2005_value;2005_notes;2005_source;2006_value;2006_notes;2006_source;2007_value;2007_notes;2007_source;2008_value;2008_notes;2008_source;2009_value;2009_notes;2009_source;2010_value;2010_notes;2010_source;2011_value;2011_notes;2011_source;2012_value;2012_notes;2012_source;2013_value;2013_notes;2013_source;2014_value;2014_notes;2014_source;2015_value;2015_notes;2015_source;2016_value;2016_notes;2016_source;2017_value;2017_notes;2017_source;2018_value;2018_notes;2018_source;2019_value;2019_notes;2019_source;2020_value;2020_notes;2020_source
Internet users (%);Fiji;1,5;;Telecom Fiji.;1,86;;Telecom Fiji.;6,15;;Telecom Fiji.;6,73;;Telecom Fiji.;7,41;;Ministry of Information, Communications & Media Relations.;8,45;;Ministry of Information, Communications & Media Relations.;9,6;;Ministry of Information, Communications & Media Relations.;10,9;;ITU estimate.;13;;ITU estimate.;17;;ITU estimate.;20;;ITU estimate.;28;;ITU estimate. ;33,74;;ITU estimate.;35,2;;ITU estimate.;37,4;;ITU estimate.;42,5;;ITU estimate.;49,42;;ITU Estimate.;65,78;;ITU estimate.;68,9;;ITU estimate.;;;;;;
Internet users (%);Finland;37,25;Has used at least one other Internet application besides e-mail in last 3 months. Population age 15+.;www.toy.fi.;43,11;Using at least one other Internet application besides e-mail in last 3 months. Population age 15+.;www.toy.fi.;62,43;Population age 16-74 using Internet in the last 3 months.;Eurostat.;69,22;Population age 16-74.;Eurostat.;72,39;Population age 16-74.;Eurostat.;74,48;Population age 16-74.;Eurostat.;79,66;Population age 16-74.;Eurostat.;80,78;Population age 16-74.;Eurostat.;83,67;Population age 16-74.;Eurostat.;82,49;Population age 16-74 using Internet in the last 3 months.;Eurostat.;86,89;"Population age 16-74.
";Eurostat.;88,71; Users in the last 3 months. Age 16-74.;Eurostat.;89,88; Users in the last 3 months.;Eurostat.;91,51;Population age 16-74.;Eurostat.;86,53;Break in series. Population aged 16-89.;Statistics Finland.;86,42;;Statistics Finland;87,7;;Statistics Finland;87,47;;Statistics Finland;88,89;;Statistics Finland;89,61;;Statistics Finland;92,17;;Statistics Finland
Internet users (%);France;14,31;Population age 15+ using internet in the last year.;Médiamétrie.;26,33;Population age 11+, used in the last month.;Médiamétrie.;30,18;Population age 11+, used in the last month.;Médiamétrie.;36,14;Population age 11+, used in the last month.;Médiamétrie.;39,15;Population age 11+, used in the last month.;Médiamétrie.;42,87;Population age 11+, used in the last month.;Médiamétrie.;46,87;Population age 16-74.;Eurostat.;66,09;Population age 16-74.;Eurostat.;70,68;Population age 16-74.;Eurostat.;71,58;Population age 16-74.;Eurostat.;77,28;Population age 16-74.;Eurostat.;77,82; Users in the last 3 months. Age 16-74.;Eurostat.;81,44; Users in the last 3 months.;Eurostat.;81,92;Population age 16-74.;Eurostat.;83,75;Population age 16-74.;Eurostat;78,01;"Break in comparability: 15 years old and more
. Last 3 months.";Institut National de la Statistique et des Etudes Economiques;79,27;"Scope : 15 years old and more
Last 3 months.";ITU;80,5;"Scope : 15 years old and more
Last 3 months.";Institut National de la Statistique et des Etudes Economiques;82,04;Scope : 15 years old and more;Institut National de la Statistique et des Etudes Economiques;83,34;;Institut National de la Statistique et des Etudes Economiques;84,8;;ITU estimate.
Internet users (%);French Guiana [included in France data];9,69;;;11,62;;;13,92;;;16,55;;;19,5;;;20,79;;;22,06;;ITU estimate.;23,31;;ITU estimate.;24,53;;ITU estimate.;25,7;;ITU estimate.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Internet users (%);French Polynesia;6,36;;;6,25;;;8,2;;;14,12;;;17,88;;;21,54;;;25,11;;;28,59;;Service des postes et télécommunications;33,87;;Service des postes et télécommunications;44,6;;Service des postes et télécommunications;49;;Service des Postes et Télécommunications;49;;ITU estimate. ;52,88;;ITU estimate.;56,8;;ITU estimate.;60,68;;ITU estimate.;64,56;;ITU estimate.;68,44;;ITU Estimate.;72,7;;ITU estimate.;;;;;;;;;
Internet users (%);Gabon;1,22;;Office des postes et des télécommunications (OPT).;1,35;;Office des postes et des télécommunications (OPT).;1,94;;Gabon Telecom S.A.;2,66;;Gabon Telecom S.A.;2,98;;Gabon Telecom S.A.;4,89;;Gabon Telecom S.A.;5,49;;Gabon Telecom S.A.;5,77;;ITU estimate.;7,5;;ITU estimate.;9,5;;ITU estimate.;13;;ITU estimate.;18;;ITU estimate.;24;;ITU estimate.;30,54;;ITU estimate.;38,07;;ITU estimate.;45,78;;ITU estimate.;48,05;;ITU Estimate.;50,32;;ITU estimate.;59,6;;ITU estimate.;61;;ITU estimate.;62;;ITU estimate.
Internet users (%);Gambia;0,92;;The Gambia Public Utilities Regulatory Authority.;1,34;;The Gambia Public Utilities Regulatory Authority.;1,8;;The Gambia Public Utilities Regulatory Authority.;2,44;;The Gambia Public Utilities Regulatory Authority.;3,31;;The Gambia Public Utilities Regulatory Authority.;3,8;;ITU estimate.;5,24;;The Gambia Public Utilities Regulatory Authority.;6,21;;The Gambia Public Utilities Regulatory Authority.;6,88;;ITU estimate.;7,63;;ITU estimate.;9,2;;The Gambia Public Utilities Regulatory Authority;10,87;;ITU estimate.;12,45;;ITU estimate.;14;;ITU estimate.;15,56;;ITU estimate.;18,2;;ITU estimate.;21,4;;ITU estimate.;25,1;;ITU estimate.;32,6;;ITU estimate.;34,5;;ITU estimate.;36,5;;ITU estimate.
Internet users (%);Georgia;0,48;;Ministry of Communications.;0,99;;Georgian National Communications Commission (GNCC).;1,59;;Georgian National Communications Commission (GNCC).;2,56;;Georgian National Communications Commission (GNCC).;3,89;;Georgian National Communications Commission (GNCC).;6,08;;ITU estimate.;7,53;;Georgian National Communications Commission (GNCC).;8,26;;Georgian National Communications Commission;10,01;;ITU estimate.;20,07;;ITU estimate.;26,9;;Ministry of Economy and Sustainable Development of Georgia;31,52;;ITU estimate.;36,94;;ITU estimate.;43,3;Population age 6+ in the last 12 months.;National Statistics Office of Georgia;44;Survey value is 49.1% for population age 6+ using Internet in the last 12 months. The current value is an ITU estimate provided for comparability reasons with 2015 value, which corresponds to users in the last 3 months.;ITU estimate.;47,57;Reference population is population aged 6 years and older.;National Statistics Office of Georgia;58,46;6 years and older, reference period is the last 3 months;National Statistics Office of Georgia;59,71;6 years and older, reference period is the last 3 months;National Statistics Office of Georgia;62,72;;National Statistics Office of Georgia;68,85;;National Statistics Office of Georgia;72,53;;National Statistics Office of Georgia - Geostat
Internet users (%);Germany;30,22;;(N)onliner-Atlas.;31,65;;(N)onliner-Atlas.;48,82;Population age 16-74 using Internet in the last 3 months.;Eurostat.;55,9;Population age 16-74.;Eurostat.;64,73;Population age 16-74.;Eurostat.;68,71;Population age 16-74.;Eurostat.;72,16;Population age 16-74.;Eurostat.;75,16;Population age 16-74.;Eurostat.;78;Population age 16-74.;Eurostat.;79;Population age 16-74.;Eurostat.;82;Population age 16-74.;Eurostat.;81,27; Users in the last 3 months. Age 16-74.;Eurostat.;82,35; Users in the last 3 months.;Eurostat.;84,17;Population age 16-74.;Eurostat.;86,19;Population age 16-74.;Eurostat;87,59;Population age 16-74.;Eurostat;84,17;Break in comparability. Refers to population 10+.;ITU;84,39;Population age 10+.;Federal Statistical Office;87,04;Population age 10+.;Federal Statistical Office;88,13;;Federal Statistical Office;89,81;;Federal Statistical Office
Internet users (%);Ghana;0,15;;Ghana Telecom.;0,2;;Ghana Telecom estimate.;0,83;;National Communications Authority (NCA).;1,19;;National Communications Authority (NCA).;1,72;;National Communications Authority (NCA).;1,83;;National Communications Authority (NCA).;2,72;;National Communications Authority (NCA).;3,85;;National Communications Authority;4,27;;National Communications Authority;5,44;;National Communications Authority;7,8;Break in comparability: persons 12 years and older. Based on Census 2010 results.;Ghana Statistical Service.;9;;ITU estimate.;10,6;Ghana Living Standards Survey 2012/2013. The estimate is based on weighting households who use internet by the household size over the total estimated population. Sample weights have also been applied. The question was asked at household level.;Ghana Statistical Service;15;;ITU estimate.;19;;ITU estimate.;23;;ITU estimate.;28;;ITU Estimate.;37,88;;ITU estimate.;43;;ITU estimate.;53;;ITU estimate.;58;;ITU estimate.
Internet users (%);Gibraltar;19,13;;GNC Networks Limited.;21,17;;GNC Networks Limited.;23,67;;ITU estimate. ;28,33;;ITU estimate. ;32,89;;ITU estimate. ;39,07;;ITU estimate. ;45,3;;ITU estimate. ;51,61;;Gibraltar Regulatory Authority;58;;ITU estimate.;65,07;;ITU estimate.;65;;Gibraltar Regulatory Authority;65;;Gibraltar Regulatory Authority;65,02;;ITU estimate.;;;;;;;;;;94,44;;ITU Estimate.;;;;;;;;;;;;
Internet users (%);Greece;9,14;;Hellenic Telecommunications & Post Commission (EETT).;10,94;;Hellenic Telecommunications & Post Commission (EETT).;14,67;Population age 16-74, in the last 3 months.;Eurostat.;17,8;Population age 16-74.;Eurostat.;21,42;Population age 16-74.;Eurostat.;24;Population age 16-74.;Eurostat.;32,25;Population age 16-74.;Eurostat.;35,88;Population age 16-74.;Eurostat.;38,2;Population age 16-74.;Hellenic Telecommunications & Post Commission and EL.STAT;42,4;Population age 16-74.;Hellenic Telecommunications & Post Commission;44,4;Population age 16-74.;Hellenic Telecommunications & Post Commission and EL.STAT;51,65; Users in the last 3 months. Age 16-74.;Eurostat.;55,07; Users in the last 3 months.;Eurostat.;59,87;Population age 16-74.;Eurostat.;63,21;Population age 16-74.;Eurostat;66,83;;Hellenic Statistical Authority;69,09;;Hellenic Statistical Authority;69,89;;Hellenic Statistical Authority;72,24;;Hellenic Statistical Authority;75,67;;Hellenic Statistical Authority;78,12;;Hellenic Statistical Authority
Internet users (%);Greenland;31,75;;;35,46;;;44,15;;;54,53;;;56,1;;;57,7;;;59,36;;;61,07;;TELE Greenland;62,82;;TELE Greenland;62,83;;TELE Greenland;63;;Tele Greenland A/S;64;;Tele Greenland A/S;64,9;;ITU estimate.;65,8;;ITU estimate.;66,7;;ITU estimate.;67,6;;ITU estimate.;68,5;;ITU Estimate.;69,48;;ITU estimate.;;;;;;;;;
Internet users (%);Grenada;4,06;;;5,13;;;14,76;;;18,65;;ITU estimate.;19,57;;ITU estimate.;20,49;;ITU estimate.;21,4;;ITU estimate.;22,29;;Cable & Wireless Grenada Ltd. trading as LIME;23,18;;ITU estimate.;24,05;;ITU estimate.;27;;ITU estimate.;30;;ITU estimate.;32;;ITU estimate.;35;;ITU estimate.;51,6;;ECTEL;52,5;;ITU estimate.;53,3;;ITU Estimate.;54,2;;ITU estimate.;55,1;;ITU estimate.;56;;ITU estimate.;56,9;;ITU estimate.
Internet users (%);Guadeloupe [included in France data];5,83;;;9,2;;;11,35;;;14,12;;;17,51;;;18,66;;;19,83;;ITU estimate.;21,02;;ITU estimate.;22,22;;ITU estimate.;23,42;;ITU estimate.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Internet users (%);Guam;16,11;;Guam Telephone Authority.;25,38;;Guam Telephone Authority.;31,19;;Guam Telephone Authority.;33,72;;Guam Telephone Authority.;36,16;;Guam Telephone Authority.;38,56;;Guam Telephone Authority.;43,85;;ITU estimate.;46,15;;ITU estimate.;48,42;;ITU estimate.;50,64;;ITU estimate.;54,04;;ITU estimate.;57,7;;ITU estimate.;61,53;;ITU estimate.;65,4;;ITU estimate.;69,27;;ITU estimate.;73,14;;ITU estimate.;77,01;;ITU Estimate.;80,51;;ITU estimate.;;;;;;;;;
Internet users (%);Guatemala;0,71;;;1,74;;;3,39;;;4,55;;;5,1;;;5,7;;;6,5;;ITU estimate.;7,3;;ITU estimate.;8,3;;ITU estimate.;9,3;;ITU estimate.;10,5;;ITU estimate.;12,3;;ITU estimate.;16;;ITU estimate.;19,7;;ITU estimate.;23,4;;ITU estimate.;28,81;;ITU estimate.;34,51;;ITU Estimate.;37,9;;ITU estimate.;41,5;;ITU estimate.;44,4;;Instituto Nacional de Estadistica;49,97;;ITU estimate.
Internet users (%);Guernsey;31,9;;Cable & Wireless Guernsey.;44,47;;Cable & Wireless Guernsey.;53,57;;CRC based on survey.;59,14;;Cable & Wireless Guernsey.;64,52;;2004 HH ICT survey.;73,57;;Cable & Wireless Guernsey.;83,63;;Cable & Wireless Guernsey.;;;;;;;;;;;;;83,63;;ITU estimate.;;;;;;;;;;;;;;;;;;;;;;;;;;;
Internet users (%);Guinea;0,1;;;0,18;;;0,4;;;0,45;;;0,51;;;0,54;;;0,64;;;0,78;;Ministère de la Communication et des Nouvelles Technologies de l'Information.;0,92;Based on operators' information.;Ministère de la Communication et des Nouvelles Technologies de l'Information;0,94;Based on operators' information.;Ministère de la Communication et des Nouvelles Technologies de l'Information;1;;ITU estimate.;2;;ITU estimate. ;3,1;;ITU estimate.;4,5;;ITU estimate.;6,4;;ITU estimate.;9,2;;ITU estimate.;13,1;;ITU Estimate.;18,7;Findex.;ITU estimate.;21,83;;Institut National de la Statistique;23;;ITU estimate.;26;;ITU estimate.
Internet users (%);Guinea-Bissau;0,23;;;0,3;;;1,02;;;1,35;;;1,81;;;1,9;;;2,06;;;2,21;;ITU estimate.;2,35;;Instituto das Comunicaçoes da Guiné-Bissau.;2,3;;Instituto das Comunicaçoes da Guiné-Bissau.;2,45;;ITU estimate.;2,67;;ITU estimate.;2,89;;ITU estimate.;3,1;;ITU estimate.;3,32;;ITU estimate.;6,1;;ITU estimate.;13,8;;ITU estimate.;14,8;;ITU estimate.;15,7;;ITU estimate.;19,4;Estimated based on MICS.;ITU estimate.;22,9;;ITU estimate.
Internet users (%);Guyana;0,6;;ITU estimate.;1;;ITU estimate.;1,5;;ITU estimate.;2,4;;ITU estimate.;3,7;;ITU estimate.;5,7;;ITU estimate.;8,9;;ITU estimate.;13,8;;ITU estimate.;18,2;;National Frequency Management Unit;23,9;;National Frequency Management Unit;29,9;;National Frequency Management Unit;30;;ITU estimate.;30,5;;ITU estimate.;31;;ITU estimate.;32;;ITU estimate.;34;;ITU estimate.;35,66;;ITU Estimate.;37,33;;ITU estimate.;;;;;;;;;
Internet users (%);Haiti;0,23;;;0,34;;;0,89;;;1,65;;ITU estimate.;5,4;;ITU estimate.;6,38;;ITU estimate.;6,8;;ITU estimate.;7,2;;ITU estimate.;7,6;;ITU estimate.;8,1;;ITU estimate.;8,37;;ITU estimate.;9;;ITU estimate.;9,8;;ITU estimate.;10,6;;ITU estimate.;11,4;;ITU estimate.;14,2;;ITU estimate.;22,8;;ITU Estimate.;27,2;Findex.;ITU estimate.;32,47;;Institut Haitien de Statistique et d'nformatique;33,3;;ITU estimate.;34,5;;ITU estimate.
Internet users (%);Honduras;1,2;;;1,42;;;2,6;;;4,8;Estimated based on Survey's results. Population age 5+.;ITU estimate.;5,6;Population age 5+.;ITU based on ECLAC, OSILAC.;6,5;Population age 5+.;ITU based on ECLAC, OSILAC.;7,8;Population age 5+.;ITU estimate.;9,4;Population age 5+.;ITU based on ECLAC, OSILAC.;9,6;Population age 5+.;Instituto Nacional de Estadistica de Honduras (INE);9,8;Estimated based on Survey's results. Population age 5+.;ITU estimate.;11,09;;Comisión Nacional de Telecomunicaciones (CONATEL);15,9;Estimated based on Survey's results. Population age 5+.;Comisión Nacional de Telecomunicaciones (CONATEL);18,12;;Instituto Nacional de Estadistica;17,8;;Instituto Nacional de Estadistica;23;;INE.;27,1;Last 3 months;INE.;29,5;Last 3 months;INE.;31,7;;INE.;36;;INE.;39,39;;;42,05;;ITU estimate.
Internet users (%);Hong Kong, China;27,83;Population age 10+ who accessed Internet in previous year.;Census and Statistics Department;38,67;Population age 10+ who accessed Internet in previous year.;Census and Statistics Department;43,08;Population age 10+ who accessed Internet in previous year.;Census and Statistics Department;52,2;Population age 10+ who accessed Internet in previous year.;Census and Statistics Department;56,4;Population age 10+ who accessed Internet in previous year.;Census and Statistics Department;56,9;Population age 10+.;Census and Statistics Department.;60,8;Population age 10+.;Census and Statistics Department.;64,8;Population age 10+.;Census and Statistics Department.;66,7;Population age 10+.;Census and Statistics Department.;69,4;Population age 10+.;Census and Statistics Department.;72;Population age 10+.;Office of the Telecommunications Authority;72,2;Population age 10+.;ITU estimate.;72,9;All persons aged 10 and over;Census and Statistics Department;74,2;All persons aged 10 and over;Census and Statistics Department;79,87;Population age 10+.;Census and Statistics Department;84,95;Number of individuals aged 10 and over who used the Internet (from any location) in the last twelve months;Census and Statistics Department;87,48;"The figure should be 5'577'500 (data input as 5'577'600 temporarily for by-passing the validation rule).
Number of individuals aged 10 and over who used the Internet (from any location) in the last twelve months";Census and Statistics Department;89,42;Number of individuals aged 10 and over who used the Internet (from any location) in the last twelve months;Census and Statistics Department;90,51;;Census and Statistics Department;91,74;;Census and Statistics Department;92,41;;Census and Statistics Department
Internet users (%);Hungary;7;;National Communications Authority.;14,53;;National Communications Authority.;16,67;;National Communications Authority.;21,63;;National Communications Authority.;27,74;;ITU estimate based on Eurostat.;38,97;Population age 16-74.;Eurostat.;47,06;Population age 16-74.;Eurostat.;53,3;Population age 16-74.;Eurostat.;61;Population age 16-74.;"Eurostat.
";62;Population age 16-74.;Eurostat.;65;Population age 16-74.;Eurostat.;68,02; Users in the last 3 months. Age 16-74.;Eurostat.;70,58; Users in the last 3 months.;Eurostat.;72,64;Population age 16-74.;Eurostat.;75,65;Population age 16-74.;Eurostat;72,83;Usage within the last 3 months.;ITU;79,26;Usage within the last 3 months.;Hungarian Central Statistical Office;76,75;Usage within the last 3 months.;Hungarian Central Statistical Office;76,07;;Hungarian Central Statistical Office;80,37;;Hungarian Central Statistical Office;84,77;;Hungarian Central Statistical Office 
Internet users (%);Iceland;44,47;;Iceland Telecom Ltd.;49,39;;Iceland Telecom Ltd.;79,12;Break in comparability, from this year on data based on Eurostat.;ITU estimate based on Eurostat.;83,14;Population age 16-74.;Eurostat.;83,88;Population age 16-74.;Eurostat.;87;Population age 16-74.;Eurostat.;89,51;Population age 16-74.;Eurostat.;90,6;Population age 16-74.;Eurostat.;91;;Post and Telecom Administration;93;;Post and Telecom Administration;93,39;Population age 16-74, in the last 3 months.;Post and Telecom Administration;94,82; Users in the last 3 months. Age 16-74.;Eurostat.;96,21; Users in the last 3 months.;Eurostat.;96,55;Population age 16-74.;Eurostat.;98,16;Population age 16-74.;Eurostat;98,2;;ITU estimate.;98,24;;ITU Estimate.;98,26;;Eurostat;99,01;;Eurostat;99;;ITU estimate.;99;;ITU estimate.
Internet users (%);India;0,53;;Department of Telecommunications (DOT). Ministry of Communications and Information Technology.;0,66;;Department of Telecommunications (DOT). Ministry of Communications and Information Technology.;1,54;;Department of Telecommunications (DOT). Ministry of Communications and Information Technology.;1,69;December.;Department of Telecommunications (DOT). Ministry of Communications and Information Technology.;1,98;;ITU estimate. ;2,39;;ITU estimate. ;2,81;September. ;Internet in India [I Cube] Report 2007. ;3,95;September. ;Department of Telecommunications, Ministry of Communications & IT;4,38;;Department of Telecommunications, Ministry of Communications & IT;5,12;;Department of Telecommunications, Ministry of Communications & IT;7,5;;ITU estimate.;10,07;Estimate based on market research reports indicating 121 million Internet users by 12/2011. India has 20.99  million Internet connections (incl. broad- and narrowband subscript. excl. mobile phone subscript. with data capabilities) in 09/2011.;DoT / TRAI.;11,1;;ITU estimate.;12,3;;ITU estimate.;13,5;;ITU estimate.;14,9;;ITU estimate.;16,5;;ITU Estimate.;18,2;;ITU estimate.;20,08;;Ministry of Statistics and Programme Implementation;29,4;;ITU estimate.;43;;IAMAI and KANTAR
Internet users (%);Indonesia;0,93;;Indonesian Internet Service Provider Association.;2,02;;Indonesian Internet Service Provider Association.;2,13;;Indonesian Internet Service Provider Association.;2,39;;Indonesian Internet Service Provider Association.;2,6;;Indonesian Internet Service Provider Association.;3,6;;Indonesian Internet Service Provider Association.;4,76;;Indonesian Internet Service Provider Association.;5,79;;Indonesian Internet Service Provider Association.;7,92;;ITU estimate.;6,92;;Ministry of Communication and Information Technology;10,92;Refers to total population.;Ministry of Communication and Information Technology;12,28;Break in comparability. Population age 5+. (value for all population is 11.11%).;Badan Pusat Statistik.;14,52; Population age 5+.;BPS-Statistics Indonesia;14,94;Population age 5+.;BPS-Statistics Indonesia;17,14;Population age 5+.;BPS-Statistics Indonesia;22,06;;BPS-Statistics Indonesia;25,45;;BPS-Statistics Indonesia;32,34;;BPS-Statistics Indonesia;39,9;;BPS-Statistics Indonesia;47,69;;BPS-Statistics Indonesia;53,73;;BPS-Statistics Indonesia
Internet users (%);Iran (Islamic Republic of);0,93;;Ministry of Information and Communications Technology.;1,48;;Ministry of Information and Communications Technology.;4,63;;Ministry of Information and Communications Technology.;6,93;;Communications Regulatory Authority (CRA).;7,49;;ITU estimate.;8,1;;ITU estimate.;8,76;;ITU estimate.;9,47;;ITU estimate.;12,02;Population age 6+.;Statistical Centre of Iran (SCI);13,8;;ITU estimate.;15,9;Population age 6+.;Statistical Center of Iran.;19;;ITU estimate.;22,73;Population age 6+.;Statistical Centre of Iran (SCI);29,95;Population age 6+.;Statistical Centre of Iran (SCI);39,35;Country estimate.;Statistical Centre of Iran (SCI);45,33;"1. Age 6 and over
2. HH7. Proportion of individuals using the Internet is 45.33%";Statistical Centre of Iran (SCI);53,23;"1. Age 6 and over
2. HH7. Proportion of individuals using the Internet is 53.23%
";Statistical Centre of Iran (SCI);64,04;;Statistical Centre of Iran (SCI);70,2;;Statistical Centre of Iran (SCI);77,77;;Statistical Centre of Iran (SCI);84,11;;Statistical Centre of Iran (SCI)
Internet users (%);Iraq;;;;0,1;;ITU estimate.;0,5;;ITU estimate.;0,6;;ITU estimate.;0,9;;ITU estimate.;0,9;;ITU estimate.;0,95;;Ministry of Communications;0,93;;Ministry of Communications;1;;Ministry of Communications;1,06;;Ministry of Communications;2,5;;Ministry of Communications;5;;ITU estimate.;7,1;;ITU estimate.;9,2;;ITU estimate.;13,21;;Central Statistical Organization;16,8;;ITU estimate.;37,67;;ITU Estimate.;41,94;;ITU estimate.;43,3;;ITU estimate.;60;Includes Kurdistan;Central Statistical Organization;;;
Internet users (%);Ireland;17,85;Population age 15+.;Amarach.;23,14;Population age 15+.;Amarach.;25,85;age 15+.;Amarach.;34,31;Population age 16-74.;Eurostat.;36,99;Population age 16-74.;Eurostat.;41,61;Population age 16-74.;Eurostat.;54,82;Population age 16-74.;Eurostat.;61,16;Population age 16-74.;Eurostat.;65,34;Population age 16-74.;Eurostat.;67,38;"Population age 16-74.
";Eurostat.;69,85;"Population age 16-74.
";Eurostat.;74,89; Users in the last 3 months. Age 16-74.;Eurostat.;76,92; Users in the last 3 months.;Eurostat.;78,25;Population age 16-74.;Eurostat.;83,49;Population age 16-74. Last three months.;Eurostat;83,49;0,83;Central Statistics Office;83,5;;Eurostat.;84,11;;Central Statistics Office;87;;Central Statistics Office;87;;Central Statistics Office;92;;Central Statistics Office
Internet users (%);Israel;20,87;;;17,38;;;17,76;;;19,59;;;22,77;;;25,19;;;27,88;;;48,13;Population age 20+.;Central Bureau of Statistics.;59,39;Population age 20+.;Central Bureau of Statistics.;63,12;Population age 20+.;Central Bureau of Statistics.;67,5;Population age 20+.;Central Bureau of Statistics;68,87;"Age 20+.

in the last 3 months";Central Bureau of Statistics;70,8;"Age 20+.

in the last 3 months";Central Bureau of Statistics;70,25;Age 20+. in the last 3 months;CENTRAL BUREAU OF STATISTICS;75,02;Population age 20+.;CENTRAL BUREAU OF STATISTICS;77,35;starting from 2014, the ISS asks about internet usage via a computer, or a mobile cellular phone  ;Central Bureau of Statistics;79,65;starting from 2014, the ISS asks about internet usage via a computer, or a mobile cellular phone  ;Central Bureau of Statistics;81,58;;Central Bureau of Statistics;83,73;;Central Bureau of Statistics;86,79;;Central Bureau of Statistics;90,13;;CENTRAL BUREAU OF STATISTICS
Internet users (%);Italy;23,11;;IDC.;27,22;;IDC.;28,04;Population age 16-74, in the last 3 months.;Eurostat.;29,04;Population age 16-74.;Eurostat.;33,24;Population age 16-74.;Eurostat.;35;Population age 16-74.;Eurostat.;37,99;Population age 16-74.;Eurostat.;40,79;Population age 16-74.;Eurostat.;44,53;Population age 16-74.;Eurostat.;48,83;Population age 16-74.;Eurostat.;53,68;"Population age 16-74.
";Eurostat.;54,39; Users in the last 3 months. Age 16-74.;Eurostat.;55,83; Users in the last 3 months.;Eurostat.;58,46;Population age 16-74.;Eurostat.;55,64;Break in series. Population age 6+.;Istat/ Italian National Institute of Statistics.;58,14;;Italian National Institute of Statistics;61,32;;Italian National Institute of Statistics;63,08;;Italian National Institute of Statistics;74,39;;Eurostat;76,1;;ITU estimate.;70,48;;National Institute of Statistics
Internet users (%);Jamaica;3,12;;Cable & Wireless.;3,86;;Cable & Wireless.;6,1;;ITU estimate.;7,8;;ITU estimate.;10;;ITU estimate.;12,8;;ITU estimate.;16,4;;ITU estimate.;21,1;;ITU estimate.;23,6;;Office of Utilities Regulation;24,3;;Office of Utilities Regulation;27,67;Population age 14+.;Statistical Institute of Jamaica;37,44;Break in comparability. Individuals 3+. Census result.Penetration is estimated by ITU at 31.5 for population 14+.;Statistical Institute of Jamaica;33,79;Population age 14+.;Statistical Institute of Jamaica;37,1;Population age 14+.;Statistical Institute of Jamaica;40,4;Population age 14+.;Statistical Institute of Jamaica;42,22;;Statistical Institute of Jamaica;44,37;;Statistical Institute of Jamaica;55,07;;Statistical Institute of Jamaica;68,21;;Statistical Institute of Jamaica;;;;;;
Internet users (%);Japan;29,99;PC-based only.;Ministry of Internal Affairs and Communications (MIC).;38,53;PC-based only.;Ministry of Internal Affairs and Communications (MIC).;46,59;PC-based only.;Ministry of Internal Affairs and Communications (MIC).;48,44;PC-based only.;Ministry of Internal Affairs and Communications (MIC).;62,39;Incl. users accessing internet through cellphones, PHS and game console.;"Ministry of Internal Affairs and Communications (MIC); Telecommunications Carriers Associations (TCA).";66,92;Population age 6+.;Ministry of Internal Affairs and Communications.;68,69;Population age 6+.;Ministry of Internal Affairs and Communications.;74,3;Population age 6+.;Ministry of Internal Affairs and Communications. ;75,4;Population age 6+.;Ministry of Internal Affairs and Communications.;78;Population age 6+.;Ministry of Internal Affairs and Communications.;78,21;Population age 6+.;Ministry of Internal Affairs and Communications;79,05;Population age 6+.;Ministry of Internal Affairs and Communications;79,5;Population age 6+.;Ministry of Internal Affairs and Communications;88,22;Population age 6+.;Ministry of Internal Affairs and Communications;89,11;Population age 6+.;Ministry of Internal Affairs and Communications;91,06;;Ministry of Internal Affairs and Communications;93,18;estimated by the following method. (The estimation population of more than 6 years old)×(Survey result(%)). Used in the last 12 months;Ministry of Internal Affairs and Communications;91,73;;Ministry of Internal Affairs and Communications;91,28;;Ministry of Internal Affairs and Communications;92,73;;Ministry of Internal Affairs and Communications;90,22;;Ministry of Internal Affairs and Communications
Internet users (%);Jersey;9,22;;;16,06;;;19,41;;;22,73;;;30,68;;;31,25;;;31,82;;;32,39;;ITU estimate.;;;;;;;;;;36;;ITU estimate.;41,03;;ITU estimate.;;;;;;;;;;;;;;;;;;;;;;;;
Internet users (%);Jordan;2,62;;;4,71;;;6,03;;;8,47;;;11,66;;;12,93;;;13,87;;;20;;Telecommunications Regulatory Commission.;23;;ITU estimate.;26;Population age 5+.;Department of Statistics.;27,2;Population age 5+.;Department of Statistics of Jordan;34,9;Population age 5+.;Department of Statistics of Jordan;37;Population age 5+.;Department of Statistics of Jordan;41,4;Population age 5+.;Department of Statistics of Jordan;46,2;Population age 5+.;Department of Statistics of Jordan;54,22;;ITU estimate.;56,15;;ITU Estimate.;64,5;;ITU estimate.;66,1;;ITU estimate.;;;;;;
